68244_H3K4me1_Ren_sort_peaks.narrowPeak.gz	68115_EP300_Ren_sort_peaks.narrowPeak.gz	54499_H3K27ac_sort_peaks.narrowPeak.gz	62993_H3K27ac_sort_peaks.narrowPeak.gz	60947_H3K4me2_sort_peaks.narrowPeak.gz	5097_HOXC9_sort_peaks.narrowPeak.gz	55119_SOX2_sort_peaks.narrowPeak.gz	5060_OLIG2_sort_peaks.narrowPeak.gz	54562_H3K27ac_sort_peaks.narrowPeak.gz	53322_H3K4me1_sort_peaks.narrowPeak.gz	56691_POLII_sort_peaks.narrowPeak.gz	61702_H3K9ac_sort_peaks.narrowPeak.gz	61864_H3K27ac_sort_peaks.narrowPeak.gz	54525_H3K27ac_sort_peaks.narrowPeak.gz	53421_H3K4me1_sort_peaks.narrowPeak.gz	1545_DNase_sort_peaks.narrowPeak.gz	58242_SPI1_sort_peaks.narrowPeak.gz	58256_SPI1_sort_peaks.narrowPeak.gz	1932_EP300_sort_peaks.narrowPeak.gz	58318_DNase_sort_peaks.narrowPeak.gz	58262_SPI1_sort_peaks.narrowPeak.gz	1491_DNase_sort_peaks.narrowPeak.gz
hg19,chr15,63382545,63386341	0.0	38.11156	0.0	0.0	6.66635	0.0	0.0	10.79895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44201	50.24487	42.02498	14.65859	36.18732	11.11752	11.81049
hg19,chr17,37815763,37818960	6.0415	21.68208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02604	0.0	10.31525	0.0	0.0	0.0	4.05637	0.0	5.30255	0.0	0.0
hg19,chr3,38602635,38607552	0.0	6.54668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.31308	28.83333
hg19,chr3,52461982,52465131	4.37827	23.49822	0.0	6.89064	5.58347	5.01499	0.0	6.15317	0.0	0.0	27.94123	0.0	0.0	7.03885	0.0	0.0	45.40703	33.02207	6.88399	34.52963	36.73504	41.83755
hg19,chr6,7561160,7562735	7.96487	7.16824	0.0	7.05593	0.0	0.0	0.0	0.0	0.0	0.0	9.18105	3.93789	0.0	17.99159	0.0	5.05452	18.6579	47.37874	0.0	16.06949	0.0	0.0
hg19,chr7,151453949,151457105	16.07048	22.33936	0.0	0.0	0.0	0.0	0.0	0.0	5.87068	29.68534	0.0	0.0	0.0	0.0	0.0	4.96204	24.58833	26.65488	0.0	29.54823	16.91014	9.4058
hg19,chr1,109795696,109798850	0.0	0.0	147.61082	0.0	5.72287	0.0	10.5112	28.87921	4.58402	33.39085	0.0	0.0	61.16053	17.73656	6.59952	0.0	5.60718	11.44939	0.0	15.36781	8.46472	15.62454
hg19,chr17,38224836,38229126	14.94483	41.60655	19.84955	16.61591	4.68722	0.0	0.0	0.0	14.02341	29.94377	0.0	15.90358	8.66229	49.57291	2.92734	7.92096	4.52716	18.38107	0.0	32.36248	10.12967	5.98907
hg19,chr10,79935570,79940095	9.47592	0.0	28.35404	0.0	8.26562	0.0	24.13471	0.0	0.0	14.7866	0.0	0.0	0.0	0.0	4.8866	0.0	26.62964	0.0	0.0	5.21843	75.45621	10.68046
hg19,chr20,31112334,31117114	13.89705	0.0	87.96978	7.51768	3.68932	0.0	0.0	5.89085	0.0	10.34275	0.0	10.95512	0.0	0.0	13.67535	5.04685	13.05944	80.88795	0.0	4.6127	13.132	13.04871
hg19,chr11,2610931,2614716	0.0	0.0	18.11256	0.0	0.0	0.0	0.0	0.0	0.0	18.4015	0.0	0.0	0.0	0.0	6.52701	0.0	6.58303	9.83598	0.0	0.0	49.94369	37.2407
hg19,chr5,176816376,176819189	0.0	10.07119	35.07667	4.84744	10.60126	0.0	9.34404	0.0	11.37715	20.06113	0.0	0.0	0.0	0.0	5.14234	11.46181	55.47697	49.4252	0.0	62.32391	24.42508	56.73396
hg19,chr15,31595790,31600208	5.81049	0.0	15.35751	0.0	8.30527	6.69896	85.37423	87.72885	0.0	38.28081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr3,156845778,156849158	7.61298	69.83818	3.14815	6.97247	20.68817	9.63301	23.1998	12.829	11.89452	16.18345	20.02442	5.60871	0.0	13.27078	13.04551	9.6957	30.51409	4.92273	0.0	22.0529	27.06797	33.42472
hg19,chr10,10335147,10338188	0.0	0.0	3.5796	0.0	0.0	6.69896	0.0	0.0	0.0	6.16973	0.0	0.0	20.34444	0.0	9.27398	0.0	14.74881	22.45425	5.60806	18.39783	12.74147	8.22113
hg19,chr17,71536599,71539247	4.3881	0.0	28.44513	0.0	5.66035	0.0	0.0	0.0	0.0	27.43097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.69215	33.0448
hg19,chr2,145267267,145269283	0.0	0.0	6.02698	4.27905	6.26603	0.0	0.0	0.0	0.0	18.11533	0.0	5.86841	18.86558	74.97629	0.0	6.27801	9.31401	18.19556	0.0	9.6432	0.0	7.41541
hg19,chr7,147972273,147975381	0.0	0.0	0.0	0.0	0.0	33.16957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr1,109816874,109818905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.35614	0.0	0.0	27.10859	0.0	0.0
hg19,chr6,85980888,85984064	0.0	0.0	0.0	0.0	0.0	5.84192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,85825565,85829412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr6,85786519,85788823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr4,4458793,4459656	0.0	0.0	0.0	0.0	0.0	31.56999	0.0	0.0	27.23059	0.0	0.0	0.0	0.0	0.0	5.36076	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr14,95898225,95898738	0.0	42.34909	0.0	0.0	0.0	21.44175	0.0	0.0	6.1739	0.0	0.0	0.0	0.0	0.0	4.82074	0.0	17.60859	18.37742	0.0	25.76921	13.47105	0.0
hg19,chr9,99277745,99278295	0.0	0.0	0.0	0.0	0.0	64.94751	0.0	50.78832	0.0	0.0	0.0	0.0	0.0	0.0	6.32611	0.0	4.38776	0.0	0.0	0.0	0.0	0.0
hg19,chr7,18868716,18870405	0.0	0.0	0.0	0.0	0.0	102.3763	16.33837	16.95271	24.38899	0.0	0.0	0.0	0.0	0.0	4.10468	0.0	12.16312	0.0	0.0	9.49931	0.0	0.0
hg19,chr7,18874272,18875369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44587	0.0	0.0	0.0	0.0	0.0	7.08433	0.0	7.84134	0.0	0.0	3.70143	3.10048	0.0
hg19,chr7,95705089,95705696	0.0	9.98051	0.0	16.76915	19.51421	0.0	0.0	6.97386	19.48706	6.60332	0.0	0.0	0.0	0.0	12.97401	9.30952	19.374	15.70338	0.0	22.49795	19.58314	3.54228
hg19,chr7,95726279,95727680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.59932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,96221075,96221574	0.0	0.0	4.70336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.40617	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,96124918,96125415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.60871	4.78559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,96075405,96075991	2.8245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hg19,chr7,95765880,95766473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70539	13.25933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5505	0.0	0.0
hg19,chr7,95696530,95697029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr1,52136377,52136981	0.0	0.0	13.89592	0.0	6.66635	10.39295	0.0	0.0	0.0	11.96556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr15,52166424,52166999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98756	0.0	16.99716	47.03461	0.0	4.4307	8.26977	0.0
mm9,chr12,112380949,112381824	5.03395	0.0	25.55441	12.0921	8.14157	15.16574	17.3785	17.93908	0.0	42.50577	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr3,137446183,137449401	3.09934	0.0	6.47546	2.13986	5.66035	0.0	0.0	31.88698	0.0	7.00392	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr13,106327355,106329352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr12,106177540,106178279	0.0	42.34909	0.0	0.0	0.0	21.44175	0.0	16.191	6.1739	0.0	0.0	0.0	0.0	0.0	4.82074	0.0	17.60859	18.37742	0.0	25.76921	13.47105	0.0
mm9,chr14,61623576,61624578	0.0	0.0	0.0	0.0	0.0	0.0	12.37988	0.0	0.0	4.8121	0.0	0.0	0.0	0.0	8.49493	0.0	22.40567	5.43431	13.68171	14.98069	9.22326	6.02342
mm9,chr4,139774060,139775558	0.0	0.0	17.04974	0.0	8.25654	18.00419	0.0	31.55104	0.0	23.25896	0.0	0.0	0.0	0.0	0.0	0.0	21.75379	0.0	0.0	13.80278	5.97741	12.73055
mm9,chr8,47855925,47857600	0.0	0.0	0.0	0.0	0.0	0.0	25.84953	22.31232	0.0	6.16973	0.0	0.0	0.0	5.41272	3.08018	0.0	13.02467	0.0	0.0	9.69821	8.82921	8.31647
mm9,chr4,89093102,89095795	0.0	0.0	0.0	7.84676	0.0	5.01499	0.0	0.0	0.0	0.0	4.9755	0.0	0.0	6.97552	0.0	0.0	0.0	13.94716	0.0	2.93866	0.0	0.0
mm9,chr14,61623904,61624091	0.0	0.0	0.0	0.0	0.0	0.0	12.37988	0.0	0.0	6.36596	0.0	0.0	0.0	0.0	8.49493	0.0	22.40567	5.43431	13.68171	14.98069	9.22326	6.02342
mm9,chr12,100576830,100579481	6.46196	9.51411	96.66698	0.0	0.0	22.05621	0.0	81.71744	5.00433	13.84805	0.0	0.0	0.0	0.0	11.99333	0.0	24.72567	0.0	0.0	18.62585	114.34473	98.48984
mm9,chr15,13321649,13325391	0.0	0.0	11.88961	0.0	3.09227	112.57201	61.69771	178.23503	4.77472	6.41055	0.0	0.0	8.52492	0.0	5.33918	0.0	0.0	0.0	0.0	0.0	13.53187	0.0
mm9,chr13,59191545,59195519	0.0	0.0	99.78323	0.0	10.90584	11.08983	14.83112	16.34602	0.0	39.77605	0.0	0.0	6.05283	0.0	5.45844	0.0	0.0	0.0	0.0	0.0	36.5466	11.729
mm9,chr18,33711719,33714035	0.0	0.0	5.02238	0.0	10.12826	83.26394	10.84861	0.0	0.0	3.54498	0.0	0.0	0.0	0.0	6.16624	0.0	28.09569	0.0	0.0	17.17901	14.18125	27.05696
mm9,chr12,45503506,45506757	0.0	0.0	8.1537	0.0	0.0	22.83057	0.0	0.0	0.0	17.69087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr15,99637507,99640125	4.35772	0.0	72.85271	0.0	0.0	14.44624	0.0	14.01263	0.0	7.97434	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr18,75661251,75665484	10.239	27.74417	67.83411	44.17776	7.38591	0.0	4.92164	0.0	6.1739	6.10241	19.27717	16.42109	0.0	102.2803	3.78452	10.50297	52.13704	40.56401	0.0	30.99254	19.5285	13.60068
mm9,chr3,87942027,87944987	12.35988	15.59788	12.30241	16.62309	16.10682	0.0	0.0	27.02369	91.21873	7.4722	20.87443	5.60871	23.52073	10.3538	14.30977	11.74308	71.34318	57.91634	4.83345	54.49289	98.85593	61.15622
mm9,chr6,141243328,141244503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95472	12.36369	65.14169	0.0	11.51641	22.54561	13.10351
mm9,chr8,87252801,87256604	11.83251	13.39153	35.1759	7.9404	0.0	0.0	0.0	5.44704	7.53788	6.55083	0.0	0.0	0.0	23.92993	0.0	0.0	0.0	6.81903	0.0	0.0	46.74943	44.40429
mm9,chr2,167667874,167671154	3.67229	3.78848	0.0	5.76737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr4,134761760,134763122	3.58829	5.08634	0.0	0.0	40.77806	0.0	0.0	0.0	0.0	19.3368	0.0	13.85347	0.0	0.0	0.0	20.07117	72.7213	66.71974	17.59157	57.55922	44.30493	51.06556
mm9,chr1,183186068,183189794	8.03171	41.78895	7.76764	30.44912	9.91191	0.0	0.0	45.37777	2.0574	12.68306	0.0	0.0	5.14642	13.02405	5.54596	8.35747	38.00169	96.47897	0.0	17.84726	15.20002	14.82367
mm9,chr8,83024964,83025814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr17,11278590,11281146	0.0	0.0	7.85953	0.0	0.0	0.0	0.0	0.0	0.0	3.45739	0.0	0.0	0.0	0.0	0.0	0.0	11.87218	12.88702	0.0	9.38432	0.0	0.0
mm9,chr2,4260704,4262503	0.0	0.0	0.0	0.0	5.07932	0.0	0.0	0.0	15.4248	2.40314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21628	6.79881
mm9,chr9,61448651,61451473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.51192	5.50699	0.0	0.0	0.0	0.0	0.0	0.0	12.21861	34.32865	0.0	15.05814	0.0	0.0
mm9,chr2,11986812,11989646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr15,36981927,36984792	0.0	0.0	8.47581	0.0	0.0	0.0	0.0	27.19415	27.17318	6.58729	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr18,83057021,83060252	4.1645	0.0	0.0	0.0	5.58347	0.0	0.0	0.0	7.35182	7.63114	0.0	6.81456	0.0	0.0	8.99159	0.0	69.70427	5.78144	0.0	46.88302	29.22434	49.17666
mm9,chr5,78712411,78714500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.90978	0.0	0.0	0.0	0.0	0.0	0.0	5.13572	0.0	72.44635	0.0	0.0	0.0	9.17049
mm9,chr2,174682050,174686081	4.17358	63.76044	15.97054	5.14061	4.5446	6.69896	0.0	10.56527	19.0632	9.2048	0.0	0.0	106.39077	0.0	0.0	0.0	14.79086	0.0	0.0	11.83633	7.32175	7.26225
mm9,chr5,93560103,93564752	16.1757	0.0	16.11876	0.0	0.0	7.55917	9.04745	0.0	26.9051	11.04436	0.0	0.0	0.0	5.90034	5.79359	0.0	13.85238	32.00556	0.0	5.30894	27.3785	5.01757
mm9,chr8,105601137,105602891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.06469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.83598	0.0	0.0	0.0	0.0
mm9,chr13,3740315,3743791	6.67984	0.0	17.03578	10.742	0.0	0.0	0.0	0.0	76.2692	27.98391	0.0	0.0	0.0	0.0	4.52835	0.0	7.67581	0.0	0.0	11.32125	0.0	0.0
mm9,chr5,19584950,19588606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr13,112743108,112745779	6.55713	41.29442	0.0	0.0	0.0	21.0662	0.0	0.0	5.01073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47269	3.65247	0.0	5.35646	0.0	0.0
mm9,chr10,24213069,24214748	0.0	53.2754	0.0	11.86107	0.0	0.0	0.0	0.0	0.0	0.0	2.93069	0.0	0.0	0.0	5.80151	0.0	0.0	8.50955	0.0	0.0	0.0	0.0
mm9,chr7,149754817,149759817	27.77333	0.0	0.0	13.19174	0.0	0.0	0.0	0.0	109.92281	4.50216	0.0	0.0	0.0	0.0	0.0	0.0	34.73159	0.0	0.0	27.42864	0.0	0.0
mm9,chr6,52392611,52394523	7.36347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07376	4.86113	0.0	0.0	0.0	0.0	0.0	0.0	7.47269	0.0	0.0	11.06855	0.0	0.0
mm9,chr5,5007239,5009906	0.0	0.0	10.74751	0.0	0.0	0.0	0.0	0.0	0.0	11.55569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.83028	0.0	0.0	12.27092	17.11921
mm9,chr7,149737471,149740718	14.04276	0.0	2.7272	7.5319	0.0	0.0	0.0	0.0	92.41798	12.38868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr11,53870165,53872917	0.0	0.0	42.48064	0.0	0.0	0.0	0.0	0.0	72.27673	25.25619	0.0	0.0	0.0	0.0	5.43101	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr10,85756972,85760162	0.0	62.36983	0.0	6.03686	0.0	0.0	0.0	0.0	83.3895	16.72268	0.0	0.0	0.0	7.80779	0.0	6.29393	11.03952	16.16703	0.0	18.29923	6.43693	0.0
mm9,chr9,45926332,45929629	8.47038	17.67243	15.55405	9.37895	0.0	0.0	4.74651	0.0	5.92746	14.63585	0.0	0.0	0.0	0.0	6.11037	3.07555	10.35054	6.17321	0.0	6.33856	0.0	0.0
mm9,chr2,71256536,71260128	0.0	0.0	0.0	0.0	0.0	34.43286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28927	0.0	0.0	0.0	0.0	0.0	7.77349	9.91212
mm9,chr4,82561277,82564175	0.0	0.0	15.18467	0.0	0.0	0.0	8.00769	0.0	0.0	5.35773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.14761	0.0	0.0	8.05968	3.04942
mm9,chr11,26389088,26391733	0.0	0.0	0.0	0.0	0.0	13.96208	0.0	0.0	8.33986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.4638	12.51295	0.0	27.75087	32.95284	19.1843
mm9,chr2,154875826,154877830	5.79359	7.53541	33.12731	15.45416	28.76717	0.0	0.0	9.527	7.40534	23.52676	20.50645	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr6,98062388,98064826	0.0	0.0	3.67851	0.0	10.31351	5.01499	0.0	0.0	6.39639	8.39386	0.0	0.0	17.16385	0.0	0.0	0.0	7.89598	0.0	0.0	0.0	0.0	0.0
mm9,chr8,102074407,102075413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr11,62796906,62800452	0.0	0.0	0.0	0.0	7.19982	13.04862	13.95819	61.89828	3.54602	6.51218	0.0	0.0	0.0	7.88619	0.0	0.0	5.11341	11.04658	0.0	5.20227	0.0	9.16057
mm9,chr19,53790059,53791936	5.79359	7.15367	0.0	12.36149	0.0	0.0	0.0	0.0	0.0	0.0	3.29051	16.4568	0.0	14.86955	0.0	13.42971	0.0	106.37408	0.0	0.0	4.67297	0.0
mm9,chr10,58905508,58907081	7.32099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.7493	0.0	0.0	0.0	0.0
mm9,chr11,65022357,65023959	14.94483	62.47463	0.0	6.97247	0.0	0.0	0.0	0.0	0.0	0.0	23.23558	0.0	0.0	35.1348	8.27681	9.75479	41.96244	44.73687	0.0	36.35113	0.0	0.0
mm9,chr13,73435722,73437761	8.06735	0.0	0.0	14.31263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99252	0.0	5.58063	3.32896	19.88675	8.30863	86.07202	0.0	10.43714	0.0	0.0
mm9,chr9,63892591,63894756	6.74551	12.85707	5.09456	34.07933	0.0	0.0	0.0	0.0	9.56401	14.5856	40.39316	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr8,35014293,35017541	10.22068	6.16572	0.0	44.37512	8.78628	0.0	0.0	45.9871	0.0	10.02453	70.11317	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr8,97950408,97952214	2.73588	19.5669	43.98318	41.49979	0.0	0.0	0.0	0.0	12.69026	15.99117	6.52745	3.08954	0.0	7.111	21.1947	8.46166	0.0	83.56437	0.0	0.0	45.31244	47.08629
mm9,chr3,151966087,151968814	8.8967	6.03919	0.0	27.55086	0.0	0.0	0.0	0.0	0.0	0.0	18.57887	3.99252	0.0	11.79938	0.0	0.0	0.0	63.87174	0.0	0.0	0.0	0.0
mm9,chr15,62897257,62899166	6.90748	0.0	0.0	6.62703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11722	0.0	0.0	0.0	0.0
mm9,chr10,56698914,56701622	0.0	39.88447	0.0	5.14061	0.0	0.0	0.0	0.0	2.51454	0.0	0.0	0.0	0.0	0.0	3.74134	7.40815	0.0	122.23782	12.79274	0.0	10.76847	13.37113
mm9,chr2,172687463,172689668	11.61198	0.0	0.0	16.61591	0.0	0.0	0.0	0.0	0.0	10.35727	24.04713	15.16934	0.0	21.37521	4.10129	8.76855	0.0	103.9329	0.0	0.0	0.0	0.0
mm9,chr5,122542227,122544777	4.30842	98.65938	0.0	28.42419	0.0	17.37085	0.0	0.0	0.0	0.0	0.0	18.39548	0.0	0.0	0.0	12.25494	4.38776	95.03199	0.0	0.0	0.0	9.45584
mm9,chr12,84173382,84175400	14.46906	29.22286	6.01658	6.97247	0.0	0.0	0.0	0.0	12.16372	3.8248	0.0	0.0	0.0	0.0	14.01204	6.73471	11.6549	25.73917	0.0	11.00249	15.6708	20.89514
mm9,chr7,119441339,119442936	28.98576	14.52988	0.0	33.14442	0.0	0.0	0.0	0.0	0.0	3.35023	6.41165	3.99252	0.0	57.77737	0.0	12.43777	0.0	63.81079	0.0	0.0	23.09915	0.0
mm9,chr4,131631431,131635142	6.67984	13.36432	0.0	13.19174	4.52427	0.0	0.0	0.0	0.0	7.18414	3.65632	15.3312	0.0	9.96829	15.00963	8.44109	25.41426	52.5404	0.0	34.73668	11.2934	0.0
mm9,chr17,29570606,29572303	9.27514	6.10255	0.0	17.75949	0.0	0.0	0.0	0.0	0.0	0.0	10.13655	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr17,73371503,73373491	8.71068	104.15044	0.0	14.66378	0.0	0.0	0.0	0.0	0.0	0.0	15.34099	5.79194	0.0	5.70392	0.0	17.62013	41.39698	133.24146	0.0	28.50305	0.0	15.75609
mm9,chr15,83469258,83471148	3.25905	0.0	0.0	6.62703	0.0	0.0	0.0	16.09927	3.77682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.84578	33.17714	0.0	10.96549	0.0	0.0
mm9,chr11,65462408,65465145	8.06735	5.46467	0.0	38.67761	0.0	0.0	0.0	0.0	0.0	0.0	8.78455	0.0	0.0	0.0	0.0	5.51937	6.71079	52.88515	0.0	0.0	0.0	0.0
mm9,chr3,20044305,20045900	3.25905	0.0	0.0	12.0921	0.0	0.0	0.0	8.73024	0.0	0.0	11.36986	8.1964	0.0	0.0	4.54498	3.62698	0.0	5.52264	0.0	0.0	0.0	0.0
mm9,chr10,44948419,44951592	10.1362	24.01054	0.0	9.37895	0.0	0.0	0.0	6.9036	0.0	0.0	7.73181	6.88756	0.0	0.0	0.0	24.26077	0.0	98.31329	0.0	0.0	0.0	0.0
mm9,chr1,59009748,59013257	6.5084	0.0	0.0	9.96604	0.0	0.0	0.0	0.0	6.28236	3.65926	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr17,12982583,12985936	12.30523	59.05529	3.9191	12.90469	0.0	104.92058	0.0	0.0	16.94526	3.35023	11.00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr17,35856798,35858730	7.9442	0.0	14.74133	16.61591	0.0	0.0	0.0	0.0	0.0	4.94127	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr15,84047967,84051143	12.06385	0.0	11.60085	9.37895	5.71246	11.14942	5.49344	0.0	11.67676	10.79414	6.71674	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr2,172860299,172862341	7.30845	0.0	0.0	13.19174	0.0	0.0	0.0	0.0	8.11153	0.0	12.22303	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
mm9,chr3,101865977,101867575	9.90568	0.0	8.14482	9.72031	0.0	11.03339	0.0	19.46448	0.0	9.98287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84781
mm9,chr6,122342623,122346341	12.60488	0.0	0.0	11.01502	0.0	0.0	0.0	0.0	3.1037	0.0	0.0	0.0	0.0	23.9734	0.0	9.23548	12.81312	75.73025	0.0	18.47248	6.39565	0.0
mm9,chr11,32150452,32152344	0.0	0.0	0.0	9.96604	0.0	0.0	0.0	0.0	7.00799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17472	0.0	0.0	0.0	0.0
mm9,chr3,100241120,100244013	8.08406	0.0	0.0	10.35034	0.0	0.0	0.0	0.0	7.40534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mm9,chr8,122894800,122896576	6.33849	9.54357	0.0	15.53237	0.0	0.0	0.0	0.0	2.87778	0.0	0.0	0.0	0.0	0.0	8.01689	0.0	20.58066	20.16769	0.0	9.19521	5.14539	13.24952
mm9,chr9,66888473,66891328	6.0415	65.12032	89.83344	30.93711	7.18911	0.0	0.0	0.0	134.68042	14.54237	292.19052	6.98045	18.64066	10.12011	0.0	0.0	9.23743	4.18168	0.0	44.12312	4.94797	0.0
